combination,r2,q2,mae,rmsd,threshold,model
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'cross')",0.10294800303820983,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'cross_angle')",0.3143140838473084,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'para')",0.11505499584929324,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'para_angle')",0.23609153361556334,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'Frequency_Bending_22-23')",0.10651719698426221,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'Cross_mag_Bending_22-23')",0.2150230491920111,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'total_dipole_5-1-25')",0.11512092407743502,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'dipole_x_10-11-12')",0.1412432015680113,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'dipole_y_10-11-12')",0.10071775662118188,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'dipole_z_10-11-12')",0.234646548616819,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'total_dipole_10-11-12')",0.11512092407743502,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'hirshfeld_atom_12')",0.5748925087223118,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'cm5_atom_5')",0.12215694813335198,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'cm5_atom_12')",0.15549865489819314,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'B1_11-6')",0.10052906971746078,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'B5_11-6')",0.21532980527612822,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'L_11-6')",0.18922157564649544,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'bond_length_12-14')",0.406783970176017,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'cone_angle')",0.160135998162656,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'bite_angle')",0.5840046400398542,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'bite_angle_inverted')",0.22068095640370944,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'buried_volume')",0.5259180328071621,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'HOMO-LUMO Gap (eV)')",0.4431106004334503,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'dipole_x_base_symmetry')",0.3301051853955662,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'dipole_y_base_symmetry')",0.10165195291128992,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_B5_angle_20-9', 'dipole_z_base_symmetry')",0.1375726621986595,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'Frequency_Stretch_5_4')",0.3171547353846371,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'Amplitude_Stretch_5_4')",0.3031508097588661,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'cross')",0.2586791102244883,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'cross_angle')",0.36646965100972917,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'para')",0.28732686095131443,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'para_angle')",0.3117945743804479,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'Frequency_Bending_22-23')",0.2830214567611372,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'Cross_mag_Bending_22-23')",0.27192250671657947,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'total_dipole_5-1-25')",0.26793219955731395,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'dipole_x_10-11-12')",0.28307192899344646,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'dipole_y_10-11-12')",0.25827275268982797,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'dipole_z_10-11-12')",0.4254893841052141,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'total_dipole_10-11-12')",0.26793219955731395,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'hirshfeld_atom_12')",0.5079408027230444,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'cm5_atom_5')",0.2626425913214937,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'cm5_atom_12')",0.2878076175403761,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'B1_11-6')",0.25965703263087925,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'B5_11-6')",0.4159791485947816,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'L_11-6')",0.31264368547295607,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'bond_length_12-14')",0.4353205136482968,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'cone_angle')",0.2860762332958553,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'bite_angle')",0.6091583009747183,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'bite_angle_inverted')",0.3649455850440153,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'buried_volume')",0.5255564408475553,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'HOMO-LUMO Gap (eV)')",0.4347338779871994,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'dipole_x_base_symmetry')",0.37188403014984506,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'dipole_y_base_symmetry')",0.2592235003203275,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_25-1', 'dipole_z_base_symmetry')",0.281480390038666,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'Amplitude_Stretch_5_4')",0.23838704231429608,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'cross')",0.2805634470715992,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'cross_angle')",0.3701068414639326,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'para')",0.2523316519058577,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'para_angle')",0.2957354205833167,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'Frequency_Bending_22-23')",0.2558505890230479,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'Cross_mag_Bending_22-23')",0.24090290611479637,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'total_dipole_5-1-25')",0.3546486278908899,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'dipole_x_10-11-12')",0.44276967626752695,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'dipole_y_10-11-12')",0.2869852397194641,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'dipole_z_10-11-12')",0.2966710795758368,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'total_dipole_10-11-12')",0.3546486278908899,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'hirshfeld_atom_12')",0.5756718421439667,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'cm5_atom_5')",0.2604127555440757,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'cm5_atom_12')",0.2656741883981105,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'B1_11-6')",0.25143134828050573,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'B5_11-6')",0.2931244465652989,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'L_11-6')",0.23754449530630695,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'bond_length_12-14')",0.5074751108082589,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'cone_angle')",0.4852140310507742,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'bite_angle')",0.5839765315725831,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'bite_angle_inverted')",0.4877038533319076,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'buried_volume')",0.6329623212299005,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'HOMO-LUMO Gap (eV)')",0.5015172022153724,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'dipole_x_base_symmetry')",0.330511099198732,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'dipole_y_base_symmetry')",0.2375005614987602,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Frequency_Stretch_5_4', 'dipole_z_base_symmetry')",0.3607374639028508,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'cross')",0.24917942405164317,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'cross_angle')",0.36507582615868184,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'para')",0.24192935195522558,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'para_angle')",0.2904502998737656,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'Frequency_Bending_22-23')",0.2400064931564183,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'Cross_mag_Bending_22-23')",0.23278346435230246,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'total_dipole_5-1-25')",0.3760538601291642,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'dipole_x_10-11-12')",0.4382072180282671,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'dipole_y_10-11-12')",0.2403710525766113,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'dipole_z_10-11-12')",0.28257206269335766,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'total_dipole_10-11-12')",0.3760538601291642,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'hirshfeld_atom_12')",0.562342998285485,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'cm5_atom_5')",0.24399496455844838,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'cm5_atom_12')",0.28944443968779066,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'B1_11-6')",0.23660852887277517,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'B5_11-6')",0.28658522299740763,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'L_11-6')",0.23403625541130546,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'bond_length_12-14')",0.5064486985607302,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'cone_angle')",0.45409089967505256,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'bite_angle')",0.5828293636711214,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'bite_angle_inverted')",0.5155452296137546,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'buried_volume')",0.6120447514451396,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'HOMO-LUMO Gap (eV)')",0.5050155210272903,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'dipole_x_base_symmetry')",0.3295927631378325,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'dipole_y_base_symmetry')",0.222299271815106,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'Amplitude_Stretch_5_4', 'dipole_z_base_symmetry')",0.2786120354284455,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'cross_angle')",0.31453247840069576,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'para')",0.12758146237845092,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'para_angle')",0.23670940755270176,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'Frequency_Bending_22-23')",0.10585916788531469,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'Cross_mag_Bending_22-23')",0.2154529108787413,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'total_dipole_5-1-25')",0.12027173491463206,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'dipole_x_10-11-12')",0.15027026764035079,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'dipole_y_10-11-12')",0.10374922190512637,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'dipole_z_10-11-12')",0.23287174832828406,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'total_dipole_10-11-12')",0.12027173491463206,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'hirshfeld_atom_12')",0.5084746466973021,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'cm5_atom_5')",0.11926523479731865,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'cm5_atom_12')",0.15552176807944973,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'B1_11-6')",0.1016316728868546,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'B5_11-6')",0.20617659633835939,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'L_11-6')",0.1947376929679775,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'bond_length_12-14')",0.37358945150681155,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'cone_angle')",0.1825544628564163,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'bite_angle')",0.5867170685524765,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'bite_angle_inverted')",0.24276175595909832,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'buried_volume')",0.5132211237381954,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'HOMO-LUMO Gap (eV)')",0.40271478235802627,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'dipole_x_base_symmetry')",0.3784486788032819,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'dipole_y_base_symmetry')",0.10300907848730623,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross', 'dipole_z_base_symmetry')",0.14318203445006283,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'para')",0.41321447804940015,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'para_angle')",0.34558536729560296,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'Frequency_Bending_22-23')",0.33399561769859265,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'Cross_mag_Bending_22-23')",0.34722536326395026,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'total_dipole_5-1-25')",0.31434084819146846,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cross_angle', 'dipole_x_10-11-12')",0.3262939688955323,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
